game_id,nameOfGames,released_date,rating,summary
264,Borderlands: The Pre-Sequel,2014-10-13,73.1438,"Shoot 'n' loot your way through a brand new adventure that rockets you onto Pandora's moon in Borderlands: The Pre-Sequel. Discover the story behind Borderlands 2’s villain, Handsome Jack, and his rise to power in this brand new game in the Borderlands series. Taking place between the original Borderlands and Borderlands 2, the Pre-Sequel gives you a whole lotta new gameplay featuring the genre fusion of shooter and RPG gameplay that players can’t get enough of.  Get high in low gravity and launch across the moonscape to take enemies down from above using new ice and laser weapons. Catch-a-ride on the lunar landscape with new vehicles equipped with deadly weapons allowing for more levels of destructive mayhem. So grab a friend (or two, or three), strap on a rocket, and take off on a brand new Borderlands adventure"
265,Borderlands: The Handsome Collection,2015-03-24,76.31946,"Borderlands: The Handsome Collection is a compilation of Borderlands 2 and Borderlands: The Pre-Sequel! for PlayStation 4 and Xbox One, along with all of their accompanying downloadable content, enhanced local multiplayer, and the ability to transfer save data from their respective PlayStation 3/Vita and Xbox 360 versions."
266,Borderlands Game Of The Year,2010-12-03,80.67645,"Lock, Load, & Face the Madness! Get ready for the mind-blowing insanity, as one of four trigger-happy mercenaries, taking out everything that stands in your way. With its addictive action, frantic first person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op, Borderlands is the breakthrough experience that challenges all the conventions of modern shooters. Borderlands places you in the role of a mercenary on the lawless and desolate planet of Pandora, hell bent on finding a legendary stockpile of powerful alien technology known as The Vault."
267,Borderlands: Claptrap's New Robot Revolution,2010-09-28,67.96269,Claptrap's New Robot Revolution is DLC for Borderlands.
268,Borderlands: Zombie Island of Dr. Ned,2009-11-24,70.0085,Zombie Island of Dr. Ned is DLC for Borderlands.
269,Borderlands 2,2012-09-18,84.52931,"A new era of shoot and loot is about to begin. Play as one of four new vault hunters facing off against a massive new world of creatures, psychos and the evil mastermind, Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in 4 player co-op on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet."
270,Borderlands: The Secret Armory of General Knoxx,2010-02-23,76.64107,"The storyline picks up where the main game storyline stopped, telling the story of Pandora after you uncovered the secrets of the Vault. The Crimson Lance is preparing for assault to get the alien technology back and you must enter their Secret Armory to prevent this from happening. The main features of this DLC are 44 new quests, weapons, roughly 30 enemies and vehicles plus the level cap increase which allows you to experience up to level 61."
271,Borderlands 2: Game of the Year Edition,2013-10-11,82.50352,"Borderlands 2 furthers the distinct blending of First Person Shooter and Role Playing genres to create the true evolution of the Role Playing Shooter. Team up with up to three other players for four-player online goodness or go old-school with two-player split-screen couch sharing mayhem as you spend hours leveling up your character and equipping them with one of the millions of badass weapons. Borderlands 2 features a new visually stunning array of procedurally generated guns, shields, grenades, artifacts, enemies and more. Choose one of the four new character classes to be taken through a carefully crafted and connected story to all new and surprising environments across the living planet of Pandora. Make new friends, arm them to the teeth and fight alongside them on your relentless quest for revenge and redemption."
272,Borderlands 2 VR,2018-12-14,50,"Virtually immerse yourself in the untamed world of Borderlands. Step into the boots of a treasure-seeking Vault Hunter armed with 87 bazillion guns on a quest to line your pockets with loot. Blast bandits with real-world aiming, punch psychos in the mouth, race across the desert in stolen bandit vehicles and free Pandora from Handsome Jack’s clutches!"
273,Borderlands 2: Tiny Tina's Assault on Dragon Keep,2013-06-25,88.98381,"Tiny Tina's Assault on Dragon Keep is DLC for Borderlands 2.  Sorcerers, Wizards and Crumpets, oh my! Join vault hunters, old and new, in Tiny Tina epic quest of revenge and redemption. Tiny Tina’s Assault on Dragon Keep, the biggest and most inspired add-on content in Borderlands history, features a game within a game, as Tiny Tina takes on the role of Bunker Master in a game of “Bunkers & Badasses”. Travel through a dark and ever changing world of castles, dungeons and magic forests as you fight off skeletons, orcs, dragons and more. Explore side missions and answer riddles as you roll your insight stat to gain new and amazing loot. Join with friends to save the queen and restore peace and order to the world once more."
274,Borderlands 2: Commander Lilith & the Fight for Sanctuary,2019-06-09,77.26835,"Return to the award-winning shooter-looter for an all-new adventure that sets the stage for the upcoming Borderlands 3. Sanctuary is under siege, the Vault Map has been stolen, and a toxic gas is poisoning Pandora. Battle new bosses, explore new areas, collect new loot (including an entirely new tier beyond Legendary), and join up with Lilith and the Crimson Raiders to take on a deranged villain hell-bent on ruling the planet."
275,Borderlands Game of the Year Enhanced,2019-04-03,69.11564,"Discover the original co-op shooter-looter, crammed with new enhancements! As one of 4 trigger-happy mercenaries with RPG progression, equip bazillions of guns to take on the desert planet Pandora."
276,Tiny Tina's Wonderlands,2022-03-25,75.06057,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina."
277,Borderlands 2: Psycho Pack,2013-05-14,57.03476,"Take a peek at Pandora from behind the menacing eyes of Krieg, the Psycho Bandit, an all-new character and the 6th playable class in Borderlands 2. You’ve fought against them as enemies, now use that aggressive energy on the vault hunter’s side. Slice, dice, light yourself on fire and blow things up – taking damage was never so rewarding – or so much fun!"
278,Borderlands: Mad Moxxi's Underdome Riot,2009-12-29,53.3918,Mad Moxxi's Underdome Riot is DLC for Borderlands.
279,Madden NFL 11,2010-07-04,79.85759,"Madden NFL 11 re-energizes the game of football with a fun and exhilarating experience to ignite the passion of every NFL fan. Whether you’re rekindling an old rivalry, putting your spin on the best moments of 2009, or building the ultimate dynasty in Franchise mode, Madden NFL 11 makes every day feel like Sunday. Experience the passion for football shared by Gus Johnson and Cris Collinsworth as they call the action on the field. Fight for fumbles, design your own plays, and feel what it's like to be an NFL superstar with Madden NFL 11, the ultimate NFL experience on PlayStation Portable."
